,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
550,0.01,0.02,0.6978333333333334,0.0,0.0,0.0,0.04,0.0,0.03,0.03,0.0
551,0.0,0.015,0.02,0.0,0.013333333333333332,0.0,0.03,0.01,0.03,0.07333333333333333,0.05
552,0.03,0.7241190476190476,0.065,0.0,0.0225,0.01,0.07166666666666666,0.0,0.04,0.08333333333333334,0.6124999999999999
553,0.97,0.034999999999999996,0.04666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.026666666666666665
554,0.0,0.12,0.11,0.0,0.0,0.0,0.0225,0.0,0.05,0.78,0.01
555,0.0,0.015,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.0
556,0.0,0.01,0.003333333333333333,0.0,0.0,0.0,0.015,0.0,0.0775,0.13166666666666665,0.0
557,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.04,0.03,0.005
558,0.0,0.35516666666666674,0.4053333333333333,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
559,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
560,0.0,0.01,0.03,0.01,0.0,0.0,0.07,0.04,0.14,0.09,0.02
561,0.47,0.01,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
562,0.0,0.05,0.06,0.0,0.0,0.0,0.04,0.0,0.095,0.01,0.0
563,0.0,0.0,0.026666666666666665,0.0,0.0,0.01,0.035,0.0,0.03,0.07,0.0
564,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.03,0.0
565,0.01,0.0,0.01,0.0,0.03,0.0,0.02,0.013333333333333332,0.01,0.05,0.0
566,0.07,0.05,0.13416666666666666,0.01,0.045,0.02,0.04666666666666666,0.0425,0.2,0.28933333333333333,0.015
567,0.0,0.0,0.5008333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.08266666666666665,0.0
568,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.023333333333333334,0.0
569,0.01,0.03,0.040999999999999995,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.02
570,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.11,0.04,0.0
571,0.02,0.04,0.04333333333333333,0.01,0.0125,0.02,0.126,0.0125,0.09,0.07,0.0
572,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.0
573,0.02,0.075,0.06,0.0,0.0,0.0,0.02,0.0,0.09,0.08,0.0
574,0.0,0.01,0.03,0.0,0.0025,0.0,0.055,0.0,0.0775,0.02,0.0
575,0.0,0.045,0.056666666666666664,0.0,0.5,0.01,0.15,0.0,0.48,0.03,0.005
576,0.77,0.0225,0.06666666666666667,0.0,0.01,0.0,0.02,0.01,0.006666666666666666,0.066,0.01
577,0.18,0.01,0.01,0.0,0.01,0.02,0.02,0.01,0.035,0.025,0.01
578,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.02,0.1,0.0
579,0.0,0.0,0.09,0.0,0.0,0.0,0.03,0.0,0.07,0.06,0.0
580,0.01,0.0,0.01,0.0,0.0,0.02,0.02,0.0,0.045,0.01,0.0
581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333332,0.04,0.0
582,0.01,0.01,0.013333333333333332,0.0,0.02,0.0,0.03,0.01,0.07,0.03,0.0
583,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.0
584,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.34666666666666673,0.0
585,0.0,0.013333333333333332,0.0,0.0,0.0,0.0,0.04,0.0,0.25,0.02,0.0
586,0.07,0.02,0.08666666666666668,0.0,0.0,0.0,0.02,0.0,0.08833333333333333,0.08783333333333333,0.06666666666666667
587,0.0,0.01,0.08,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0
588,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0225,0.036000000000000004,0.06,0.0
589,0.0,0.01,0.025,0.0,0.0,0.005,0.04,0.0,0.06,0.05,0.01
590,0.03,0.035,0.05083333333333334,0.0,0.026666666666666665,0.026000000000000002,0.1,0.02,0.077,0.085,0.03
591,0.0,0.065,0.0475,0.0,0.03,0.01,0.05,0.0,0.17,0.11,0.0
592,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,0.01,0.02,0.04833333333333333,0.01,0.02,0.0,0.105,0.0,0.16,0.15,0.02
595,0.01,0.016,0.013333333333333332,0.0,0.01,0.0,0.03,0.0,0.04,0.08,0.01
596,0.0,0.09666666666666666,0.03,0.0,0.0,0.01,0.02,0.02,0.06,0.09,0.0
597,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.04,0.0
598,0.0,0.55,0.032,0.0,0.01,0.01,0.0,0.03,0.05333333333333334,0.67,0.02
599,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.5455,0.0,0.0
600,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0
601,0.0,0.015,0.0325,0.0,0.005,0.0,0.02,0.01,0.07833333333333332,0.04333333333333333,0.003333333333333333
602,0.0,0.02,0.02,0.0,0.01,0.0,0.04,0.0,0.04,0.08,0.0
603,0.4,0.0,0.0125,0.0,0.0,0.0,0.01,0.03,0.02,0.0,0.003333333333333333
604,0.02,0.0225,0.1,0.02,0.02333333333333333,0.0,0.065,0.05,0.11,0.1742857142857143,0.013333333333333332
605,0.56,0.015,0.04,0.0,0.01,0.0,0.0,0.0,0.04,0.04,0.0
606,0.02,0.01,0.055,0.0,0.006666666666666666,0.02,0.03,0.01,0.04,0.095,0.0
607,0.0,0.0,0.01625,0.0,0.0,0.0,0.44695238095238105,0.0,0.45352380952380955,0.01,0.0
608,0.01,0.049,0.09333333333333332,0.01,0.01,0.0,0.01,0.0,0.13,0.08,0.0
609,0.0,0.0,0.044000000000000004,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0
610,0.0,0.63,0.0925,0.0,0.0,0.0,0.0,0.0,0.0,0.705,0.0
611,0.0,0.015,0.04499999999999999,0.0,0.0,0.0,0.006666666666666666,0.0,0.02,0.08,0.0
612,0.26,0.01,0.085,0.0,0.0,0.0,0.03,0.0,0.051666666666666666,0.05,0.0
613,0.0,0.065,0.05,0.0,0.0,0.0,0.04,0.0,0.03,0.015,0.0
614,0.0,0.0,0.0,0.0,0.003333333333333333,0.0,0.0,0.0,0.0,0.01,0.0
615,0.0,0.015,0.013333333333333332,0.0,0.0,0.0,0.02,0.0,0.02,0.07,0.0
616,0.03,0.03666666666666667,0.3621666666666667,0.02,0.36,0.0,0.4,0.0,0.38,0.04333333333333334,0.34
617,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.01,0.01,0.0
618,0.01,0.265,0.22,0.0,0.05,0.0,0.01,0.0,0.35,0.6625,0.0
619,0.0,0.0,0.02,0.01,0.0,0.0,0.03571428571428571,0.0,0.04,0.0,0.0
620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0
621,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.07,0.0
622,0.0,0.0225,0.04,0.0,0.0,0.0,0.03,0.0,0.07,0.02,0.0
623,0.01,0.06,0.026666666666666665,0.0,0.0475,0.01,0.0,0.0,0.06,0.11,0.01
624,0.04,0.03,0.08,0.0,0.0,0.01,0.0325,0.02,0.0975,0.21166666666666664,0.02
625,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
626,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,0.04,0.034333333333333334,0.085,0.01,0.034166666666666665,0.01,0.09,0.0,0.17759523809523808,0.10833333333333334,0.02
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
629,0.0,0.01,0.1,0.0,0.0,0.0,0.04666666666666666,0.0,0.05,0.01,0.0
630,0.03,0.0225,0.07166666666666666,0.0,0.04,0.0,0.075,0.0,0.1,0.05,0.0
631,0.75,0.03,0.054333333333333324,0.0,0.02,0.0,0.03,0.02,0.03,0.03,0.0
632,0.04,0.0,0.05083333333333334,0.02,0.01,0.0,0.02,0.0,0.005,0.15897619047619047,0.0
633,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.08,0.0
634,0.0,0.015,0.005,0.0,0.0,0.0,0.09666666666666666,0.0,0.059500000000000004,0.11,0.0
635,0.86,0.04,0.055,0.0,0.01,0.0,0.05333333333333334,0.0,0.02,0.06,0.0
636,0.07,0.075,0.11333333333333334,0.01,0.025,0.01,0.06,0.016666666666666666,0.055,0.2,0.013333333333333332
637,0.04,0.0,0.025,0.0,0.01,0.01,0.02,0.0,0.03,0.0,0.0
638,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.0125,0.0
639,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.035,0.0
640,0.06,0.03916666666666666,0.0875,0.0,0.02,0.0,0.02,0.02,0.11,0.065,0.0
641,0.0,0.003333333333333333,0.05,0.02,0.02,0.0,0.085,0.01,0.095,0.07,0.02
642,0.02,0.04,0.05,0.01,0.04,0.0,0.02,0.02,0.06333333333333334,0.03,0.0
643,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.045,0.05,0.0
644,0.0,0.0,0.01,0.0,0.01,0.0,0.03333333333333333,0.0,0.05,0.01,0.0
645,0.0,0.09,0.06,0.0,0.0,0.0,0.28,0.0,0.03,0.01,0.0
646,0.0,0.01,0.02,0.0,0.0,0.0,0.09,0.0,0.11333333333333333,0.035,0.0
647,0.24,0.01,0.05,0.0,0.02,0.0,0.02,0.0,0.04,0.05,0.0
648,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.08,0.14,0.0
649,0.05,0.0,0.0625,0.0,0.03,0.0,0.045,0.01,0.12,0.14,0.13
650,0.0,0.0,0.01,0.0,0.02,0.0,0.076,0.0,0.03,0.04,0.0
651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
652,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.38,0.04,0.0
653,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
654,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0
655,0.01,0.26,0.0,0.0,0.01,0.0,0.04,0.0,0.08,0.01,0.0
656,0.02,0.04333333333333333,0.02,0.01,0.02,0.02,0.105,0.02,0.05,0.1,0.01
657,0.0,0.0,0.10666666666666666,0.0,0.01,0.0,0.0,0.0,0.0,0.785,0.0
658,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.04,0.01
659,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.08,0.03,0.0
660,0.96,0.024,0.015,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0
661,0.0,0.01,0.02,0.0,0.0,0.0,0.015,0.0,0.07,0.2,0.0
662,0.0,0.01,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
663,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.05,0.013333333333333332,0.0
664,0.01,0.4088333333333333,0.39366666666666666,0.0,0.0,0.01,0.41138095238095235,0.0,0.4466190476190476,0.02,0.4474166666666668
665,0.0,0.061166666666666675,0.6814999999999999,0.01,0.0,0.0,0.03,0.0,0.02,0.006666666666666666,0.006666666666666666
666,0.0,0.004285714285714285,0.21450000000000002,0.0,0.01,0.01,0.0,0.0,0.025,0.02,0.03275
667,0.0,0.0,0.0,0.0,0.01,0.09,0.01,0.0,0.07,0.03,0.0
668,0.02,0.04,0.03666666666666667,0.0,0.0,0.0,0.04,0.0,0.08,0.055,0.0
669,0.0,0.028333333333333335,0.027499999999999997,0.0,0.02,0.0,0.0,0.01,0.026666666666666665,0.046,0.105
670,0.0,0.01,0.0525,0.01,0.01,0.0,0.05,0.0,0.04,0.06,0.0
671,0.0,0.3463333333333333,0.018333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4525,0.0
672,0.0,0.01,0.01,0.0,0.01,0.0,0.09,0.0,0.18,0.02,0.0
673,0.0,0.03,0.005,0.0,0.0,0.0,0.05,0.0,0.05,0.07,0.0
674,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.04,0.11,0.0
675,0.74,0.03,0.03833333333333334,0.01,0.02,0.0,0.03,0.0,0.0,0.02,0.01
676,0.0,0.32550000000000007,0.33480952380952367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,0.01,0.03,0.02,0.0,0.0,0.0,0.07,0.01,0.03,0.08,0.0
678,0.0,0.025,0.02,0.0,0.0,0.0,0.04,0.0,0.08,0.03,0.0
679,0.04,0.06,0.11800000000000001,0.04,0.01,0.0,0.05,0.05,0.05,0.1,0.02
680,0.0,0.07,0.0,0.0,0.016666666666666666,0.0,0.07,0.02,0.08,0.02,0.0
681,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.0
682,0.05,0.02,0.1245,0.0,0.02,0.006666666666666666,0.05,0.01,0.03,0.076,0.01
683,0.02,0.07,0.06916666666666667,0.01,0.04833333333333333,0.0,0.08333333333333331,0.013333333333333332,0.04,0.195,0.005
684,0.01,0.02,0.045,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.14,0.0
685,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0
686,0.01,0.05333333333333333,0.28,0.01,0.04,0.013333333333333332,0.065,0.0,0.055,0.16333333333333333,0.045
687,0.01,0.035,0.07166666666666667,0.0,0.01,0.0,0.06,0.0,0.0425,0.11535714285714285,0.0
688,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.14,0.01,0.0
689,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.01,0.0
690,0.0,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.07,0.02,0.0
691,0.0,0.0,0.04,0.01,0.0,0.0,0.04,0.0,0.07,0.02,0.0
692,0.25,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0
693,0.28,0.01,0.004,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.0
694,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666666,0.0,0.0075,0.0,0.0
695,0.99,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0
696,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.030666666666666665,0.0
697,0.0,0.0,0.025,0.0,0.0,0.0,0.05,0.0,0.044000000000000004,0.05,0.0
698,0.01,0.0,0.02,0.01,0.02,0.0,0.05,0.0,0.06833333333333333,0.04,0.0
699,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.1433333333333333,0.0
700,0.02,0.0425,0.047,0.0,0.016666666666666666,0.005,0.04,0.03,0.05,0.075,0.01
701,0.18,0.106,0.12166666666666666,0.0,0.04166666666666666,0.0155,0.04666666666666666,0.05,0.13,0.15666666666666668,0.02333333333333333
702,0.01,0.0,0.03833333333333333,0.0,0.0,0.63,0.02,0.0,0.0,0.14533333333333334,0.0
703,0.03,0.1275,0.05,0.0,0.01,0.0,0.02,0.0,0.01,0.0475,0.015
704,0.02,0.03,0.056666666666666664,0.0,0.01,0.0,0.03,0.03,0.04428571428571429,0.165,0.0
705,0.0,0.0,0.003333333333333333,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.0
706,0.04,0.04,0.0525,0.01,0.01,0.01,0.04666666666666666,0.0,0.03,0.25,0.01
707,0.95,0.01,0.02,0.01,0.0,0.0,0.015,0.01,0.015,0.07,0.0
708,0.01,0.01,0.07,0.0,0.015,0.0,0.07,0.0,0.09,0.09,0.0
709,0.68,0.03666666666666667,0.045,0.01,0.02,0.0,0.06,0.025,0.04,0.09666666666666668,0.03
710,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0
711,0.0,0.0,0.02,0.0,0.0,0.0,0.04333333333333334,0.0,0.03,0.0,0.01
712,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.02,0.12,0.04,0.0
713,0.84,0.0375,0.06666666666666667,0.0,0.024583333333333332,0.0,0.025,0.02,0.01,0.04333333333333334,0.005
714,0.03,0.06833333333333333,0.08133333333333333,0.0,0.03,0.01,0.09666666666666666,0.05,0.04,0.10666666666666666,0.03333333333333333
715,0.02,0.05,0.18333333333333332,0.01,0.0,0.0,0.01,0.0,0.04583333333333333,0.30333333333333334,0.0
716,0.01,0.03,0.065,0.0,0.02,0.0,0.135,0.02,0.19,0.03,0.025
717,0.0,0.0,0.01,0.0,0.0,0.0,0.7,0.003333333333333333,0.065,0.0,0.0
718,0.0,0.02,0.02,0.0,0.01,0.01,0.16,0.0,0.28,0.07,0.01
719,0.02,0.01,0.0025,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.01
720,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.03666666666666667,0.005
721,0.0,0.035,0.003333333333333333,0.0,0.0,0.0,0.013333333333333332,0.0,0.08,0.0,0.0
722,0.0,0.016666666666666666,0.056666666666666664,0.01,0.05,0.01,0.16333333333333333,0.0,0.18916666666666665,0.08,0.0
723,0.0,0.01,0.015,0.0,0.0,0.0,0.02,0.0,0.055,0.075,0.01
724,0.0,0.03,0.01,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.0
725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
726,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
727,0.0,0.01,0.07119047619047619,0.0,0.0,0.0,0.03,0.0,0.08,0.11900000000000001,0.024
728,0.0,0.02,0.035333333333333335,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0
729,0.01,0.04,0.06,0.0,0.02,0.0,0.09,0.0,0.12,0.11,0.02
730,0.02,0.0725,0.1875,0.03,0.01,0.02,0.075,0.012,0.09,0.12,0.04333333333333333
731,0.0,0.0,0.003333333333333333,0.0,0.0,0.002857142857142857,0.02,0.0,0.0,0.005,0.01
732,0.0,0.005,0.0,0.0,0.0,0.0,0.03,0.0,0.035,0.01,0.0
733,0.0,0.02333333333333333,0.0,0.0,0.01,0.0,0.04,0.0,0.67,0.05,0.0
734,0.02,0.005,0.02,0.0,0.0,0.0,0.04,0.0,0.09,0.04,0.01
735,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.03,0.0
736,0.0,0.41816666666666663,0.4353333333333334,0.0,0.0,0.0,0.02,0.01,0.03,0.0,0.0
737,0.01,0.0,0.0,0.01,0.0,0.0,0.006666666666666666,0.01,0.01,0.02,0.0
738,0.01,0.007333333333333334,0.1545,0.0,0.01,0.0,0.05,0.01,0.035,0.08,0.0
739,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.07,0.05,0.01
740,0.0,0.03,0.06,0.0,0.013333333333333332,0.0,0.03,0.0,0.0325,0.0625,0.01
741,0.63,0.0225,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.03,0.0
742,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,0.0,0.0,0.06066666666666667,0.0,0.0,0.003333333333333333,0.12,0.0,0.09,0.01,0.0
744,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0
745,0.0,0.018333333333333333,0.015,0.0,0.01,0.0,0.16,0.03,0.09,0.02,0.04
746,0.0,0.0,0.03,0.01,0.0,0.0,0.02,0.01,0.0,0.05,0.0
747,0.0,0.0,0.45461904761904753,0.0,0.0,0.0,0.0,0.0,0.0,0.5122142857142857,0.0
748,0.91,0.013333333333333332,0.02,0.0,0.0,0.0,0.02,0.0,0.04,0.04,0.0
749,0.07,0.03,0.08833333333333332,0.0,0.0,0.0,0.07,0.04666666666666666,0.04333333333333334,0.07,0.006666666666666666
750,0.0,0.04,0.0,0.0,0.18,0.0,0.075,0.0,0.02,0.02,0.0
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003333333333333333,0.0
752,0.93,0.01,0.013333333333333332,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0
753,0.01,0.0175,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.19,0.0
754,0.0,0.01,0.327,0.0,0.01,0.0,0.02,0.0,0.0,0.5098333333333334,0.0075
755,0.0,0.02,0.08,0.01,0.01,0.0016666666666666666,0.07,0.0,0.11,0.04,0.0
756,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.27,0.0,0.0
757,0.92,0.06333333333333332,0.032,0.0,0.02,0.006,0.0,0.0,0.02,0.13666666666666666,0.01
758,0.01,0.055,0.0625,0.0,0.0,0.003333333333333333,0.05333333333333333,0.0,0.57,0.09,0.0325
759,0.01,0.02,0.02,0.03,0.0,0.0,0.005,0.0,0.0,0.02,0.0
760,0.0,0.02,0.018333333333333333,0.0,0.01,0.01,0.0,0.0,0.05,0.02,0.0
761,0.05,0.01,0.055,0.0,0.005,0.005,0.01,0.03,0.07,0.15,0.0
762,0.01,0.01,0.036000000000000004,0.0,0.0,0.0,0.05,0.0,0.086,0.11333333333333334,0.01
763,0.0,0.03,0.04666666666666667,0.01,0.01,0.01,0.06,0.01,0.075,0.04,0.015
764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.0
765,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0
766,0.0,0.0,0.127,0.0,0.0,0.0,0.01,0.0,0.69,0.02,0.0
767,0.07,0.06,0.044000000000000004,0.01,0.02,0.0,0.08,0.02,0.085,0.17,0.01
768,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
769,0.0,0.01,0.05,0.0,0.0,0.0,0.03,0.0,0.06333333333333332,0.0,0.0
770,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
771,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.06,0.0
772,0.0,0.069,0.046,0.0,0.0,0.0,0.0,0.0,0.03,0.14466666666666667,0.0
773,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.055,0.0,0.0
774,0.0,0.0025,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
775,0.0,0.016666666666666666,0.064,0.01,0.02,0.003333333333333333,0.06,0.0125,0.065,0.065,0.01
776,0.0,0.3211349206349206,0.3553571428571429,0.0,0.0,0.01,0.005,0.01,0.0,0.0,0.0075
777,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,0.0,0.0,0.02,0.0,0.0,0.0,0.095,0.0,0.07,0.02,0.0
779,0.0,0.01,0.01,0.0,0.0,0.01,0.03,0.01,0.11883333333333333,0.7066666666666667,0.0
780,0.01,0.02,0.7,0.0,0.0,0.01,0.02,0.0,0.04,0.035,0.0
781,0.0,0.04,0.0575,0.0,0.01,0.0,0.67,0.005,0.02,0.085,0.003333333333333333
782,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.0,0.06,0.0,0.0
783,0.0,0.3080238095238095,0.055,0.0,0.01,0.0,0.35430158730158723,0.01,0.0,0.3384761904761903,0.0
784,0.0,0.0,0.025,0.0,0.0,0.0,0.65,0.0,0.04766666666666668,0.0,0.0
785,0.0,0.01,0.065,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.0
786,0.99,0.016666666666666666,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.01,0.0
787,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
788,0.0,0.01,0.07,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0
789,0.04,0.039,0.075,0.01,0.01,0.0,0.26883333333333337,0.01,0.17,0.16333333333333336,0.0
790,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.06,0.0
791,0.0,0.01,0.06,0.0,0.0,0.0,0.01,0.0,0.009166666666666667,0.0,0.01
792,0.0,0.028999999999999998,0.0275,0.0,0.0,0.0,0.04,0.0,0.03,0.03,0.01
793,0.0,0.05,0.1,0.0,0.0,0.0,0.1,0.0,0.16,0.03,0.0
794,0.0,0.64,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
795,0.01,0.01,0.025,0.01,0.02,0.0,0.0,0.0,0.01,0.04,0.01
796,0.95,0.02,0.003333333333333333,0.01,0.0,0.0025,0.0,0.0,0.0,0.0,0.01
797,0.02,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.02,0.12,0.0
798,0.83,0.0,0.03,0.01,0.02,0.0,0.013333333333333332,0.0,0.01,0.01,0.0
799,0.0,0.0,0.018333333333333333,0.0,0.01,0.0,0.06333333333333332,0.0,0.23,0.03,0.0
800,0.0,0.01,0.01,0.0,0.0,0.0,0.07,0.0,0.24,0.003333333333333333,0.003333333333333333
801,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.015,0.01
802,0.01,0.013333333333333332,0.07666666666666666,0.0,0.01,0.0,0.08833333333333333,0.0,0.17,0.01,0.01
803,0.01,0.005,0.10083333333333334,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.01
804,0.0,0.004285714285714285,0.65,0.0,0.0,0.01,0.0,0.0,0.04,0.6,0.0
805,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0175,0.01,0.64,0.0
806,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.03,0.12,0.0
807,0.02,0.026000000000000002,0.02,0.01,0.03,0.0,0.06,0.01,0.03,0.055,0.0
808,0.05,0.02,0.01,0.06,0.0,0.0,0.0,0.0,0.07,0.18,0.0
809,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.005
810,0.0,0.09016666666666667,0.056499999999999995,0.0,0.0,0.005,0.06,0.0,0.03333333333333333,0.065,0.01
811,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0
812,0.07,0.05,0.1,0.01,0.02,0.0125,0.08333333333333334,0.02,0.21,0.095,0.02
813,0.04,0.0,0.026666666666666665,0.0,0.0,0.0,0.02,0.0,0.06,0.06,0.0
814,0.04,0.0975,0.04500000000000001,0.01,0.025,0.01,0.03,0.02,0.02,0.07666666666666667,0.0175
815,0.67,0.01,0.02333333333333333,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.01
816,0.06,0.013333333333333332,0.09916666666666668,0.01,0.0175,0.0,0.01,0.02,0.05916666666666666,0.04,0.013333333333333332
817,0.0,0.0,0.03,0.0,0.05,0.0,0.024,0.0,0.1,0.03,0.0
818,0.0,0.0125,0.04333333333333334,0.0,0.0,0.002,0.03,0.02,0.035,0.272,0.0
819,0.0,0.0,0.12,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0
820,0.0,0.14833333333333334,0.16666666666666663,0.0,0.008,0.0,0.06,0.0,0.075,0.52,0.0
821,0.0,0.0,0.01,0.0,0.01,0.0,0.09,0.0,0.01,0.0075,0.0
822,0.02,0.01,0.003333333333333333,0.01,0.0,0.01,0.03,0.0,0.01,0.05,0.0
823,0.01,0.01,0.03428571428571428,0.0,0.0,0.0,0.01,0.0,0.02,0.16,0.0
824,0.01,0.0,0.03,0.0,0.03,0.0,0.05,0.03,0.068,0.03,0.0
