file_id,cell_line
8181,RT4
6847,CACO-2
7777,HEK 293
7418,MCF7
1631,MCF7
4504,MCF7
9007,U-251 MG
17,RT4
5626,CACO-2
5743,HeLa
7741,HeLa
8109,CACO-2
648,RT4
895,MCF7
4198,RT4
5910,RT4
6528,CACO-2
2999,A549
4959,MCF7
5881,PC-3
6962,U-2 OS
3640,CACO-2
5259,U-2 OS
1488,MCF7
9158,MCF7
5157,CACO-2
9345,HEK 293
7065,U-2 OS
2362,HeLa
2472,RT4
8633,RT4
6930,HeLa
2445,MCF7
4435,CACO-2
1122,PC-3
6448,U-251 MG
3879,MCF7
9277,HeLa
2810,MCF7
8307,MCF7
2693,RT4
3518,MCF7
1908,U-2 OS
3716,CACO-2
6613,A549
3804,HeLa
6235,HEK 293
495,A549
7510,RT4
2403,U-2 OS
402,HEK 293
1518,RT4
8353,CACO-2
8691,A549
9518,PC-3
9282,RT4
2317,CACO-2
8732,CACO-2
102,CACO-2
4486,RT4
3771,U-251 MG
60,A549
1224,MCF7
3201,PC-3
1321,RT4
6670,RT4
2563,U-2 OS
5370,HeLa
9494,RT4
2121,U-251 MG
2704,HeLa
6016,RT4
3931,U-2 OS
1600,PC-3
1785,RT4
9190,HeLa
4175,A549
4423,RT4
3200,CACO-2
6355,RT4
2734,PC-3
8744,HEK 293
2564,RT4
5275,MCF7
8805,A549
8341,A549
8468,HEK 293
5344,RT4
8384,CACO-2
6177,CACO-2
7117,MCF7
9135,CACO-2
2171,HeLa
6859,CACO-2
9620,CACO-2
2597,U-2 OS
4934,MCF7
4041,HEK 293
1367,HeLa
7969,U-2 OS
797,HEK 293
9460,CACO-2
6568,HeLa
7832,HeLa
8713,U-251 MG
7348,RT4
7900,RT4
263,CACO-2
444,A549
8355,HEK 293
1698,HeLa
3563,HEK 293
8203,HeLa
4255,HEK 293
3397,A549
7092,RT4
6599,RT4
1729,A549
6212,HEK 293
4425,HEK 293
8663,CACO-2
2217,RT4
6006,HEK 293
3030,CACO-2
3087,MCF7
2037,HeLa
2956,PC-3
2492,U-2 OS
3875,RT4
1904,HeLa
2363,RT4
6492,CACO-2
9549,U-251 MG
2430,RT4
1478,MCF7
7937,A549
2715,HEK 293
9522,RT4
1474,HeLa
2029,RT4
8785,PC-3
4004,PC-3
6241,HEK 293
1377,HEK 293
4165,U-251 MG
6783,MCF7
6394,RT4
7472,CACO-2
3732,RT4
8727,HEK 293
7797,RT4
3213,RT4
8176,U-251 MG
2293,HEK 293
1861,PC-3
6298,A549
6893,CACO-2
9153,HEK 293
919,RT4
5693,CACO-2
8522,HEK 293
2997,U-251 MG
2324,PC-3
6511,HEK 293
925,CACO-2
3882,PC-3
443,PC-3
2514,CACO-2
5272,RT4
3155,U-2 OS
7706,RT4
3681,PC-3
4704,HEK 293
3208,U-251 MG
3560,HeLa
4828,CACO-2
5184,RT4
3121,U-251 MG
1157,RT4
15,CACO-2
1421,MCF7
4694,U-251 MG
5245,HEK 293
5780,HeLa
5042,MCF7
2176,U-251 MG
8693,CACO-2
5012,MCF7
3479,MCF7
4443,MCF7
1062,A549
520,HEK 293
6858,MCF7
368,RT4
1931,CACO-2
7258,CACO-2
656,PC-3
4886,RT4
4010,U-2 OS
6312,RT4
3553,U-2 OS
2240,U-2 OS
9094,PC-3
115,A549
1439,A549
4763,CACO-2
9529,CACO-2
9162,RT4
3229,HeLa
3401,RT4
9570,RT4
5524,U-251 MG
8394,CACO-2
3416,RT4
623,RT4
5871,RT4
2490,A549
937,U-2 OS
6937,HEK 293
9325,U-2 OS
2227,CACO-2
9508,HEK 293
8217,CACO-2
6868,MCF7
4463,RT4
6722,CACO-2
3090,RT4
7876,U-251 MG
1199,CACO-2
4105,HEK 293
2626,CACO-2
31,HEK 293
5062,HeLa
4145,U-2 OS
9395,RT4
8700,U-251 MG
1235,U-251 MG
6383,U-2 OS
3828,RT4
3894,MCF7
4262,RT4
1984,A549
828,CACO-2
5131,U-251 MG
1679,CACO-2
2713,HEK 293
9629,HEK 293
955,RT4
6371,U-2 OS
1032,CACO-2
4592,MCF7
7507,U-251 MG
3517,A549
260,RT4
8344,U-2 OS
1263,HEK 293
7007,HEK 293
2084,U-2 OS
6565,U-2 OS
3357,CACO-2
4613,MCF7
9406,PC-3
8953,RT4
4361,HEK 293
4656,HEK 293
918,U-2 OS
9104,RT4
254,RT4
4609,PC-3
555,U-251 MG
5842,HEK 293
400,CACO-2
948,U-251 MG
906,HEK 293
5583,U-251 MG
6268,MCF7
3958,PC-3
5365,U-2 OS
7304,PC-3
910,U-2 OS
8920,U-251 MG
4224,RT4
1482,RT4
4205,MCF7
6515,RT4
4354,CACO-2
7354,RT4
2352,RT4
8674,U-2 OS
6399,CACO-2
1405,CACO-2
4913,HEK 293
3789,CACO-2
6550,HEK 293
6037,RT4
3895,MCF7
1050,HEK 293
1612,PC-3
7569,CACO-2
8006,HEK 293
9212,RT4
7276,PC-3
4051,RT4
8734,MCF7
6377,CACO-2
5323,RT4
2263,CACO-2
6351,HEK 293
59,RT4
5633,CACO-2
1722,U-2 OS
35,RT4
7233,U-251 MG
9184,HeLa
1977,HeLa
4275,CACO-2
7795,U-251 MG
2202,U-2 OS
663,A549
7343,U-251 MG
9390,MCF7
2878,CACO-2
2322,A549
2813,RT4
1522,U-251 MG
7096,MCF7
5615,RT4
3598,CACO-2
1502,CACO-2
3910,HEK 293
3110,PC-3
1551,HeLa
3516,RT4
869,HeLa
3334,A549
8256,MCF7
4668,RT4
7544,CACO-2
419,CACO-2
5355,RT4
1284,A549
967,MCF7
2823,RT4
6205,MCF7
2717,HEK 293
8854,U-251 MG
8390,RT4
8707,MCF7
4756,HEK 293
2205,PC-3
7447,HEK 293
5274,HeLa
6807,HEK 293
3831,MCF7
137,CACO-2
5034,HeLa
5898,CACO-2
5985,MCF7
8867,CACO-2
4971,HEK 293
3546,CACO-2
8942,RT4
5053,HEK 293
2698,HEK 293
1823,HeLa
5427,RT4
931,HeLa
1607,MCF7
3145,HEK 293
790,RT4
1436,RT4
401,RT4
3117,RT4
1223,U-2 OS
2494,PC-3
2972,RT4
7368,HEK 293
1563,MCF7
430,U-2 OS
8340,RT4
4617,U-2 OS
8901,A549
3952,HEK 293
4375,A549
6668,HeLa
1750,CACO-2
2569,HEK 293
8817,RT4
4018,CACO-2
2884,PC-3
1360,RT4
1862,U-2 OS
8982,MCF7
5411,RT4
2126,HEK 293
2036,HEK 293
5064,HEK 293
460,RT4
6323,CACO-2
9267,CACO-2
722,HEK 293
3283,HeLa
249,RT4
2173,CACO-2
2689,A549
775,RT4
767,RT4
4860,HEK 293
7735,U-251 MG
7241,CACO-2
4167,RT4
4263,RT4
4064,A549
7178,RT4
4677,CACO-2
5349,A549
2622,U-2 OS
779,HEK 293
6479,PC-3
7903,U-251 MG
5400,RT4
5976,PC-3
7671,PC-3
9299,RT4
5286,U-2 OS
1588,PC-3
9014,HEK 293
3411,CACO-2
616,RT4
5374,CACO-2
5534,RT4
4482,CACO-2
5978,U-251 MG
4239,CACO-2
799,MCF7
5755,HEK 293
230,U-2 OS
498,U-2 OS
112,HEK 293
46,HEK 293
4960,CACO-2
2186,A549
1702,MCF7
6330,MCF7
203,RT4
2754,HeLa
243,PC-3
4060,MCF7
5520,HEK 293
1601,RT4
2138,U-2 OS
6209,RT4
1845,RT4
8536,RT4
6123,CACO-2
429,HEK 293
6247,CACO-2
6614,RT4
6250,U-2 OS
1806,HEK 293
8598,RT4
9031,CACO-2
6042,MCF7
6058,RT4
8870,U-2 OS
1197,CACO-2
4169,MCF7
4845,HeLa
2845,U-2 OS
8681,HEK 293
6372,PC-3
7113,CACO-2
3706,HeLa
4687,U-251 MG
6544,CACO-2
8636,U-251 MG
1207,CACO-2
3615,PC-3
1609,MCF7
3399,HEK 293
8565,HeLa
2962,RT4
815,HEK 293
3529,A549
7242,U-2 OS
1222,CACO-2
1317,HEK 293
8372,RT4
6512,U-251 MG
1595,MCF7
1634,U-251 MG
658,RT4
1787,CACO-2
6521,MCF7
7215,A549
7346,U-2 OS
5562,PC-3
2953,CACO-2
101,U-251 MG
6896,CACO-2
5507,CACO-2
7132,MCF7
6551,U-2 OS
1691,CACO-2
6936,RT4
6416,A549
1777,CACO-2
2180,HEK 293
1602,HeLa
5607,PC-3
4102,RT4
5972,MCF7
7771,U-2 OS
6102,HEK 293
5632,CACO-2
5483,CACO-2
4997,MCF7
4490,CACO-2
5573,HEK 293
4750,CACO-2
3696,RT4
213,U-251 MG
6019,PC-3
7960,CACO-2
6546,HEK 293
5618,RT4
8059,U-251 MG
8932,CACO-2
9108,CACO-2
1085,HEK 293
8637,U-2 OS
4872,U-2 OS
6596,HeLa
9157,CACO-2
9116,U-251 MG
4569,RT4
1118,RT4
1919,CACO-2
3098,CACO-2
9416,CACO-2
6967,U-251 MG
7973,U-2 OS
7040,U-2 OS
1017,U-2 OS
786,HEK 293
8444,U-251 MG
3218,U-251 MG
435,PC-3
2739,CACO-2
3130,A549
67,MCF7
7227,MCF7
884,RT4
2644,MCF7
7861,RT4
8778,CACO-2
2007,HEK 293
3915,HEK 293
3275,RT4
3647,RT4
7110,U-251 MG
156,U-251 MG
4256,U-251 MG
5299,HeLa
3469,U-2 OS
6917,HEK 293
2303,CACO-2
1143,HeLa
1320,CACO-2
3054,PC-3
5247,RT4
8964,RT4
2378,MCF7
25,RT4
6700,RT4
6803,MCF7
5576,HeLa
8285,PC-3
5936,CACO-2
2150,RT4
553,U-251 MG
571,MCF7
1978,CACO-2
2114,MCF7
2213,U-251 MG
6194,RT4
9034,RT4
8586,U-251 MG
2642,U-2 OS
5991,RT4
8665,CACO-2
3768,HEK 293
1174,U-2 OS
4085,CACO-2
7952,HEK 293
4560,CACO-2
1073,U-2 OS
2542,CACO-2
2787,RT4
3992,PC-3
3670,RT4
5176,A549
8887,HeLa
8590,RT4
1656,CACO-2
6307,MCF7
6012,HeLa
6681,PC-3
6244,RT4
8404,U-2 OS
2270,U-2 OS
2916,CACO-2
7297,CACO-2
3593,HEK 293
5152,A549
1484,CACO-2
3507,U-2 OS
5879,CACO-2
862,CACO-2
7575,PC-3
4174,HeLa
7032,HEK 293
7881,HEK 293
1528,RT4
1817,RT4
7877,CACO-2
6094,RT4
1059,U-251 MG
8237,RT4
6955,U-251 MG
1505,RT4
2505,U-2 OS
2259,HEK 293
4325,CACO-2
2973,CACO-2
6081,RT4
183,PC-3
3221,MCF7
1335,MCF7
4600,U-2 OS
2879,HEK 293
1144,CACO-2
5421,MCF7
5997,RT4
3506,CACO-2
7407,HeLa
3576,RT4
3106,MCF7
4427,HEK 293
587,CACO-2
1314,CACO-2
4747,PC-3
9485,RT4
8585,RT4
9421,MCF7
6338,HEK 293
7904,CACO-2
9369,MCF7
8927,CACO-2
3144,HeLa
489,RT4
5869,HeLa
8450,RT4
8185,MCF7
4585,HEK 293
7379,HEK 293
3377,CACO-2
1233,RT4
9112,U-2 OS
450,RT4
6173,RT4
9477,U-2 OS
8208,CACO-2
8951,RT4
6271,U-251 MG
8945,HEK 293
5501,RT4
2159,MCF7
889,MCF7
6403,U-2 OS
5827,RT4
5100,HeLa
2367,CACO-2
957,HEK 293
5949,HEK 293
5500,U-2 OS
8034,U-2 OS
4939,RT4
1985,U-251 MG
9594,U-251 MG
2392,PC-3
9430,MCF7
3381,A549
4088,CACO-2
1701,PC-3
426,HeLa
4506,U-251 MG
8347,U-2 OS
6771,MCF7
714,MCF7
4962,CACO-2
3462,U-2 OS
6620,U-2 OS
6820,MCF7
6825,CACO-2
4321,MCF7
7356,MCF7
4279,CACO-2
913,CACO-2
8245,MCF7
8078,U-251 MG
6412,CACO-2
7138,U-2 OS
9357,A549
1744,RT4
4395,CACO-2
7637,U-2 OS
7945,HEK 293
1,MCF7
8521,RT4
7285,RT4
2220,HEK 293
309,PC-3
1516,RT4
5764,RT4
1076,RT4
5093,HEK 293
1910,PC-3
4166,MCF7
7711,HEK 293
4233,CACO-2
4485,PC-3
1929,U-251 MG
6124,U-251 MG
5050,CACO-2
3107,U-2 OS
5246,RT4
1487,PC-3
4857,U-2 OS
8840,U-2 OS
7940,RT4
3435,RT4
7263,HEK 293
2080,A549
7129,HEK 293
2255,U-251 MG
7521,HeLa
4929,A549
191,HEK 293
1896,U-2 OS
7011,A549
855,CACO-2
6637,CACO-2
1880,HeLa
8293,CACO-2
4906,CACO-2
5223,A549
6609,CACO-2
3366,CACO-2
5517,HeLa
1333,MCF7
2789,A549
1345,CACO-2
5713,CACO-2
801,U-251 MG
6099,RT4
5148,U-2 OS
3027,PC-3
2839,HEK 293
2767,RT4
7874,CACO-2
6755,HEK 293
8079,CACO-2
26,HEK 293
423,MCF7
4238,MCF7
3586,PC-3
7118,A549
2056,CACO-2
3858,U-251 MG
9614,HEK 293
1295,PC-3
424,CACO-2
2081,A549
2933,HEK 293
1065,PC-3
2855,CACO-2
4858,CACO-2
4729,RT4
5803,CACO-2
5974,U-251 MG
3499,HEK 293
3562,CACO-2
8579,U-2 OS
8978,A549
2030,RT4
8941,CACO-2
3330,U-251 MG
336,A549
6879,CACO-2
1281,HEK 293
987,HEK 293
5031,HeLa
7409,HeLa
7300,HEK 293
4693,HEK 293
7425,HEK 293
366,HEK 293
6833,MCF7
1456,MCF7
9259,HEK 293
6490,HeLa
3128,CACO-2
3971,U-251 MG
8746,RT4
4264,RT4
4707,CACO-2
1380,U-2 OS
8434,HEK 293
1013,MCF7
7005,RT4
9558,RT4
8670,RT4
6461,CACO-2
9583,HEK 293
4128,CACO-2
7095,U-251 MG
4787,HEK 293
791,RT4
1448,RT4
1672,HeLa
1423,MCF7
1416,CACO-2
657,RT4
1504,A549
190,A549
1900,CACO-2
6940,PC-3
9363,CACO-2
8891,RT4
3137,HEK 293
5724,RT4
1102,U-2 OS
6704,HEK 293
9572,HEK 293
5710,HEK 293
7467,U-2 OS
6128,RT4
3527,CACO-2
6407,HeLa
7373,A549
4288,A549
1269,PC-3
1968,HEK 293
2877,MCF7
3010,RT4
6540,U-2 OS
3778,RT4
2420,RT4
4679,MCF7
7883,HeLa
2071,MCF7
4846,CACO-2
3398,CACO-2
2990,PC-3
7690,U-2 OS
2740,RT4
3235,CACO-2
4074,U-251 MG
8305,MCF7
4195,HeLa
4026,RT4
6497,CACO-2
5940,U-251 MG
6110,RT4
3489,CACO-2
8555,HEK 293
6696,RT4
405,RT4
4695,HEK 293
4925,RT4
5768,RT4
4299,HEK 293
4627,MCF7
6876,RT4
4021,U-251 MG
3133,U-2 OS
8183,U-251 MG
4218,RT4
2083,RT4
3815,MCF7
8671,CACO-2
5928,A549
4883,U-2 OS
5617,RT4
7171,MCF7
9020,A549
6799,U-251 MG
4932,CACO-2
2783,MCF7
4345,U-251 MG
3473,PC-3
6464,MCF7
5709,RT4
8973,U-2 OS
5254,A549
3567,HEK 293
3902,MCF7
2054,U-2 OS
5686,MCF7
7936,CACO-2
186,RT4
5759,U-2 OS
5133,HEK 293
8587,RT4
3800,U-2 OS
8709,PC-3
2608,CACO-2
1664,MCF7
3129,MCF7
5599,HEK 293
6950,HEK 293
1942,CACO-2
994,U-251 MG
4574,HEK 293
2728,U-2 OS
5020,RT4
2148,HEK 293
6296,HeLa
3245,U-2 OS
311,RT4
36,MCF7
9394,MCF7
286,HeLa
1301,RT4
8198,RT4
5747,RT4
3966,HEK 293
2630,MCF7
5553,RT4
3913,A549
8318,HEK 293
7548,CACO-2
33,HEK 293
8356,HEK 293
4416,U-2 OS
2950,HeLa
4598,A549
5424,CACO-2
1265,A549
1680,RT4
5873,MCF7
6472,A549
3057,U-2 OS
7205,PC-3
4363,HeLa
7145,HEK 293
1119,RT4
5738,RT4
2064,RT4
9032,HEK 293
8071,U-2 OS
221,HEK 293
8846,U-2 OS
2652,HEK 293
9590,HeLa
98,CACO-2
8144,CACO-2
2457,U-2 OS
3244,A549
276,HeLa
8282,RT4
8097,RT4
8515,U-251 MG
950,RT4
3702,A549
122,U-251 MG
8179,HEK 293
1331,MCF7
4247,U-251 MG
3299,CACO-2
2113,U-2 OS
1354,MCF7
5587,HEK 293
1042,A549
6562,PC-3
8632,MCF7
6650,HEK 293
9609,HeLa
4813,MCF7
3318,PC-3
207,U-251 MG
2292,RT4
681,HeLa
1954,CACO-2
8561,U-251 MG
728,CACO-2
8393,RT4
1418,U-2 OS
4050,CACO-2
5578,CACO-2
1298,PC-3
1370,CACO-2
8333,CACO-2
9408,CACO-2
8345,CACO-2
850,MCF7
5054,MCF7
988,U-251 MG
2334,RT4
7748,RT4
3486,MCF7
9366,RT4
4226,HEK 293
9524,RT4
7555,RT4
8911,HeLa
4025,HEK 293
2296,RT4
268,U-251 MG
9497,CACO-2
7461,HeLa
8009,U-2 OS
3169,CACO-2
3614,HeLa
1775,PC-3
9074,U-2 OS
7392,MCF7
7188,HEK 293
6151,CACO-2
8223,RT4
210,A549
6611,RT4
8171,PC-3
3379,CACO-2
181,RT4
3570,U-251 MG
1613,HEK 293
6056,CACO-2
986,CACO-2
9597,CACO-2
581,HeLa
5687,U-251 MG
1479,RT4
2510,CACO-2
8903,RT4
4890,HEK 293
3392,MCF7
5242,HeLa
5683,HEK 293
5027,HEK 293
3323,U-251 MG
5394,RT4
3637,PC-3
5126,RT4
2834,U-2 OS
4320,U-2 OS
7326,HEK 293
2667,HEK 293
1844,A549
1762,HeLa
9247,RT4
9260,RT4
8788,RT4
6871,RT4
4172,RT4
7094,CACO-2
2312,RT4
1140,U-2 OS
2995,U-251 MG
9422,HeLa
5239,RT4
1126,MCF7
6532,CACO-2
4911,U-251 MG
4030,MCF7
1166,RT4
2748,PC-3
9568,HeLa
7758,RT4
6904,MCF7
858,U-251 MG
3482,HeLa
5612,HeLa
3088,RT4
2557,U-251 MG
3591,CACO-2
8777,HEK 293
6824,MCF7
4434,RT4
6957,PC-3
8989,HEK 293
525,PC-3
3661,CACO-2
5139,MCF7
1185,CACO-2
739,MCF7
1805,CACO-2
1670,PC-3
1158,HeLa
5325,CACO-2
6059,CACO-2
1530,RT4
339,RT4
7419,MCF7
8138,HEK 293
1568,HEK 293
275,MCF7
690,U-251 MG
608,RT4
8325,RT4
8574,MCF7
6501,RT4
7475,A549
5962,MCF7
831,RT4
3628,CACO-2
5763,CACO-2
2267,MCF7
580,HEK 293
4212,CACO-2
4020,RT4
992,RT4
6098,PC-3
9616,HEK 293
8664,MCF7
8829,U-2 OS
5555,A549
8238,HEK 293
4696,U-251 MG
2600,HeLa
3146,CACO-2
7192,CACO-2
7840,MCF7
5968,HEK 293
5129,U-251 MG
3119,RT4
1997,HEK 293
9442,CACO-2
5321,U-251 MG
1495,HEK 293
7514,RT4
6603,HEK 293
3151,U-251 MG
2798,A549
2169,CACO-2
7012,PC-3
6114,MCF7
2507,RT4
8408,RT4
179,RT4
8452,MCF7
3705,CACO-2
7060,A549
5346,RT4
2984,U-2 OS
961,PC-3
8573,A549
922,CACO-2
6252,U-251 MG
2678,HEK 293
8543,CACO-2
2423,RT4
9489,CACO-2
2258,HEK 293
5298,PC-3
4708,HEK 293
2325,U-251 MG
8239,CACO-2
4967,MCF7
2949,U-251 MG
5813,CACO-2
3695,A549
2875,CACO-2
5117,CACO-2
7965,PC-3
4251,A549
4564,U-251 MG
5030,CACO-2
9376,RT4
2603,RT4
5799,CACO-2
81,MCF7
1214,A549
7723,U-2 OS
5418,RT4
9302,RT4
4121,PC-3
7912,CACO-2
7438,MCF7
4558,U-2 OS
8042,HEK 293
7134,HeLa
6025,CACO-2
2260,RT4
4666,U-251 MG
9143,HEK 293
1871,PC-3
5846,CACO-2
527,HEK 293
7520,CACO-2
8523,PC-3
4158,RT4
389,U-2 OS
2634,HeLa
8626,HEK 293
3851,CACO-2
2203,MCF7
9532,CACO-2
5385,MCF7
1703,RT4
6589,RT4
2273,U-251 MG
6466,MCF7
9061,MCF7
4591,CACO-2
69,RT4
9464,A549
9122,HEK 293
7399,RT4
1947,RT4
7813,HeLa
7459,PC-3
9015,RT4
4497,HEK 293
4834,MCF7
559,CACO-2
9476,U-251 MG
8251,MCF7
4998,PC-3
3012,HEK 293
3233,HEK 293
9087,U-2 OS
3659,CACO-2
2327,HeLa
7814,RT4
8948,CACO-2
678,CACO-2
6836,RT4
7826,U-251 MG
8134,MCF7
8489,RT4
7616,U-251 MG
4330,HeLa
8298,HeLa
8872,HEK 293
149,U-251 MG
3977,MCF7
4104,MCF7
1074,HEK 293
4065,CACO-2
7848,CACO-2
7805,CACO-2
5959,RT4
2673,U-251 MG
4188,HEK 293
4402,A549
6884,PC-3
1027,HEK 293
4394,CACO-2
3691,RT4
8142,MCF7
7755,RT4
8813,U-251 MG
4253,HeLa
3406,CACO-2
6954,MCF7
7229,HEK 293
7586,MCF7
4044,U-2 OS
3508,MCF7
3336,CACO-2
6437,RT4
7272,CACO-2
6855,CACO-2
9089,U-2 OS
7926,MCF7
4917,RT4
5102,RT4
6558,RT4
1275,HeLa
8213,A549
707,CACO-2
501,HEK 293
3963,MCF7
1337,RT4
2800,RT4
215,HEK 293
8893,HEK 293
5416,U-2 OS
9271,A549
8376,RT4
5068,HEK 293
5350,CACO-2
3906,CACO-2
2571,MCF7
4779,A549
7458,RT4
8075,CACO-2
6439,U-2 OS
4093,MCF7
244,HEK 293
5168,U-2 OS
6204,CACO-2
4648,CACO-2
2209,CACO-2
1915,U-2 OS
8745,CACO-2
7663,A549
7216,MCF7
5984,U-251 MG
2343,RT4
4513,U-251 MG
2727,RT4
4601,RT4
5547,PC-3
3644,CACO-2
4547,A549
64,HEK 293
9381,HEK 293
3428,HEK 293
5076,HEK 293
5322,U-251 MG
1412,HEK 293
9255,PC-3
8992,CACO-2
9530,RT4
5317,HEK 293
7069,CACO-2
5785,PC-3
8986,HeLa
9105,MCF7
6684,RT4
4625,MCF7
8478,CACO-2
2170,U-2 OS
4984,A549
5961,RT4
5945,CACO-2
3928,U-251 MG
5652,CACO-2
8126,PC-3
8162,U-251 MG
9246,MCF7
6117,RT4
7762,CACO-2
7261,CACO-2
6066,CACO-2
6253,MCF7
2315,MCF7
6662,MCF7
946,RT4
876,HEK 293
3588,PC-3
261,HeLa
7563,RT4
1547,CACO-2
318,CACO-2
8794,RT4
6800,CACO-2
8503,HEK 293
5312,HEK 293
8834,PC-3
7568,A549
655,MCF7
9263,HEK 293
1975,U-251 MG
6841,HEK 293
4066,U-251 MG
1779,HeLa
6198,HEK 293
5967,HEK 293
5144,HeLa
4503,MCF7
2339,RT4
6190,HEK 293
1432,RT4
4797,CACO-2
4928,CACO-2
1171,HEK 293
3062,CACO-2
278,U-251 MG
5473,CACO-2
394,U-251 MG
214,HEK 293
4543,U-2 OS
4840,RT4
4142,PC-3
6584,CACO-2
715,U-251 MG
7893,HeLa
3859,HeLa
2366,MCF7
2946,U-2 OS
4554,CACO-2
120,U-251 MG
1653,RT4
8159,RT4
4545,U-251 MG
3950,RT4
6457,RT4
8651,MCF7
5497,U-2 OS
345,HEK 293
8419,HEK 293
9027,HEK 293
7464,RT4
651,U-2 OS
2965,CACO-2
3785,PC-3
2383,RT4
1615,MCF7
6705,HEK 293
4385,U-2 OS
1382,HeLa
4552,RT4
5577,HeLa
2926,MCF7
6945,U-251 MG
2832,PC-3
3660,CACO-2
7917,PC-3
3625,U-251 MG
2072,HEK 293
110,CACO-2
6262,PC-3
9625,A549
1819,CACO-2
239,U-2 OS
1438,HEK 293
2601,MCF7
3600,RT4
1282,HEK 293
7751,CACO-2
9340,RT4
4440,CACO-2
3954,CACO-2
5644,RT4
9419,RT4
5989,HEK 293
1103,RT4
9316,RT4
7704,PC-3
1299,CACO-2
6706,RT4
2094,CACO-2
4563,HEK 293
140,RT4
8375,U-2 OS
6914,CACO-2
7480,RT4
2980,RT4
5834,CACO-2
5649,U-2 OS
8842,PC-3
9293,A549
645,CACO-2
6805,U-251 MG
7427,U-251 MG
2385,HEK 293
3984,CACO-2
6003,PC-3
3440,PC-3
1160,U-251 MG
4908,HEK 293
9037,RT4
6583,CACO-2
4748,U-251 MG
4055,RT4
2624,HEK 293
6426,MCF7
7210,HeLa
3415,HeLa
793,HEK 293
563,RT4
6959,U-2 OS
2918,HEK 293
493,A549
2761,CACO-2
2534,CACO-2
9359,RT4
219,MCF7
3609,HEK 293
1946,RT4
6639,CACO-2
1394,CACO-2
5080,U-251 MG
7244,RT4
4201,HEK 293
8414,PC-3
7087,HeLa
3743,U-2 OS
4575,RT4
1576,U-2 OS
3942,PC-3
5643,MCF7
6311,HEK 293
5393,U-2 OS
5809,PC-3
2977,CACO-2
990,U-251 MG
6908,U-251 MG
1279,HeLa
6073,RT4
6043,MCF7
780,HEK 293
5685,CACO-2
5801,HeLa
2460,HEK 293
3272,CACO-2
5876,U-2 OS
5960,HeLa
8002,U-2 OS
3719,U-251 MG
1063,RT4
7525,CACO-2
6218,U-2 OS
2890,RT4
3924,A549
5969,U-251 MG
1109,CACO-2
7581,U-2 OS
5493,U-2 OS
7949,U-2 OS
2021,MCF7
5294,RT4
6087,CACO-2
829,CACO-2
4196,CACO-2
8467,U-251 MG
7212,RT4
702,HEK 293
6789,CACO-2
4970,U-251 MG
6148,RT4
5703,CACO-2
1101,MCF7
7761,HEK 293
9336,MCF7
6408,MCF7
6935,U-251 MG
4621,CACO-2
8004,HeLa
4146,U-251 MG
5728,HEK 293
422,HeLa
6034,HEK 293
8599,PC-3
4532,A549
8080,HeLa
8771,RT4
1804,RT4
3266,HEK 293
4215,CACO-2
2554,PC-3
2671,CACO-2
1319,HeLa
4084,RT4
3474,HEK 293
8765,HEK 293
3949,HeLa
7342,MCF7
6031,RT4
1142,A549
7537,CACO-2
6144,A549
172,RT4
1940,CACO-2
9514,RT4
5933,HEK 293
8135,RT4
7743,PC-3
7099,U-251 MG
5938,PC-3
4465,PC-3
7539,RT4
7659,CACO-2
5095,RT4
5569,HEK 293
6941,MCF7
7830,CACO-2
2479,U-251 MG
9044,HEK 293
9383,HEK 293
3748,U-251 MG
4909,MCF7
1797,U-2 OS
2778,U-251 MG
1202,HEK 293
8635,MCF7
7025,U-251 MG
9278,RT4
550,RT4
5137,RT4
5608,RT4
4472,HEK 293
3180,CACO-2
1928,HEK 293
7247,U-2 OS
926,A549
693,CACO-2
245,HEK 293
7625,RT4
5750,HeLa
8436,CACO-2
1141,A549
5075,A549
4289,HEK 293
7998,RT4
2799,RT4
9329,HEK 293
7726,U-251 MG
997,RT4
6852,RT4
6420,MCF7
7869,HEK 293
631,HeLa
3718,RT4
3157,U-251 MG
7182,A549
7742,HEK 293
2120,RT4
4373,U-2 OS
5399,A549
2398,RT4
6441,HEK 293
1228,HEK 293
1827,HEK 293
2364,A549
3857,MCF7
2187,U-2 OS
6156,HEK 293
2254,U-251 MG
2925,RT4
1363,HEK 293
5333,HEK 293
2677,PC-3
7449,U-2 OS
432,RT4
9025,U-2 OS
4392,RT4
5085,U-251 MG
4115,RT4
6619,CACO-2
5912,RT4
3500,RT4
2646,MCF7
8428,RT4
9191,PC-3
1614,A549
4723,CACO-2
6,HEK 293
8534,HeLa
8824,RT4
6894,CACO-2
696,HEK 293
5234,A549
7983,CACO-2
7880,CACO-2
8259,HEK 293
2589,HeLa
252,HeLa
3035,CACO-2
7003,CACO-2
7767,CACO-2
897,RT4
7788,U-2 OS
4027,RT4
4837,HEK 293
7843,A549
1124,U-251 MG
2450,RT4
2517,U-2 OS
5305,RT4
5016,HEK 293
4974,PC-3
8161,PC-3
8451,HEK 293
3425,U-251 MG
6655,HEK 293
745,MCF7
6132,HeLa
684,CACO-2
4660,PC-3
7148,CACO-2
1559,RT4
1283,RT4
7309,RT4
74,U-2 OS
882,HEK 293
832,HeLa
3729,HEK 293
4125,MCF7
8705,U-2 OS
9555,RT4
748,U-2 OS
8672,HEK 293
531,U-2 OS
